guid,crc?,entry name,Japanese,English,French,Italian,German,Spanish,Russian,Polish,Unused,Unused,PortugueseBr,Korean,TraditionalChinese,SimplifiedChinese,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Arabic,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,Unused,LatinAmericanSpanish
718cf415-2a1d-4fd0-b549-64d4fbf9111c,2693269906,Item_IT_8,携帯食料,Ration,Ration,Razione,Ration,Ración,Паёк,Prowiant,,,Ração,휴대 식량,隨身食物,携带食料,,,,,,,,المؤونة,,,,,,,,,,,Ración
a3fabf1e-86dc-4f93-8018-7f43ddb4ff08,2596515308,Item_IT_EXP_8,"焚き火台での料理の材料として
使用する食材。そのまま食べると
スタミナを少量回復する。","Food that restores a bit of stamina.
It can also be used on the Portable
BBQ Grill to have a meal.","Restaure un peu d'endurance.
Peut être utilisé sur un gril
pour préparer un repas.","Cibo che aumenta di poco la
resistenza. Usala sulla griglia
portatile per avere un pasto.","Essen, das etwas Ausdauer
wiederherstellt. Kann am
Grill eine Mahlzeit liefern.","Restablece algo de resistencia
y se puede usar con la parrilla
portátil para preparar comida.","Еда, которая частично восполняет
выносливость. Также из неё можно
готовить блюда на гриле.","Przywraca wytrzymałość.
Użyj go na przynośnym grillu,
aby przygotować posiłek.",,,"Comida que recupera um pouco de vigor.
Pode ser usada na Grelha Portátil
para fazer uma refeição.","화로에서 요리 재료로
사용하는 식재료. 그냥 먹으면
스태미나를 약간 회복한다.","可用營火爐烹調的食材。直接吃可以
小幅增加耐力上限。","可以使用营火炉烹饪的食材。直接
食用则可以回复少量耐力。",,,,,,,,"طعام يستعيد جزءًا من قوة التحمّل.
ويمكن طهيه أيضًا على مشواة
الشواء المحمولة لتناول وجبة.",,,,,,,,,,,"Restablece algo de resistencia.
Puede usarse en la parrilla
portátil para preparar comida."
a977c8e2-94be-4e32-992a-5d723dcaac5f,215196045,Item_IT_9,こんがり肉,Well-done Steak,Steak à point,Bistecca ben cotta,Gebratenes Steak,Filete al punto,Хорошо прожаренный стейк,Dobrze wysmażony stek,,,Bife Bem Passado,잘 익은 고기,全熟肉,烤熟的肉,,,,,,,,شريحة لحم مطهوة جيدًا,,,,,,,,,,,Filete bien cocido
221cfb82-650e-4e9f-8c9b-0f3757be175b,1289460410,Item_IT_EXP_9,"体力の上限が最大まで上昇し、
体力とスタミナを回復する食料。
体力の上限は一定時間で元に戻る。","A hearty roast that restores health
and stamina and boosts both their
max gauges. So tasty!","Ce steak copieux restaure la vie et
l'endurance et augmente temporairement
la taille de ces deux jauges. Délicieux !","Un arrosto sostanzioso che ripristina
la salute e la resistenza e ne aumenta
la quantità massima. È così delizioso!","Ein deftiger Braten, der Gesund-
heit und Ausdauer wiederherstellt
sowie beide boostet. So lecker!","Recupera la salud y la resistencia
y aumenta el máximo de ambas barras
temporalmente. ¡Delicioso!","Заметно восполняет выносливость
и здоровье и увеличивает их
максимальный запас. Вкусно!","Przywraca zdrowie i wytrzymałość,
czasowo zwiększa do maksimum
długość ich pasków. Pycha!",,,"Recupera vida, vigor e maximiza
temporariamente o tamanho da
Barra de Vida. Delicioso!","체력과 스태미나를 회복하고
체력 상한이 일정 시간 동안
최대로 상승하는 음식.","提升體力上限至最大，回復體力，
並增加耐力上限的食物。體力上限
會在一段時間後恢復原狀。","提升体力上限到最大，并回复体力
与耐力的食物。体力上限将在一段
时间后恢复原状。",,,,,,,,"شواء غني يُعيد الصحة وقوة التحمل
ويرفع من مقياسيّ الصحة والتحمل
إلى الحد الأقصى. لذيذ جدًا!",,,,,,,,,,,"Asado que restaura la salud y la
resistencia, aumenta sus máximos
temporalmente. ¡Qué delicia!"
21c8efa7-0c4a-4251-8fab-1881cf5a30b2,3121580374,Item_IT_10,生焼け肉,Rare Steak,Steak saignant,Bistecca al sangue,Blutiges Steak,Filete poco hecho,Полусырой стейк,Krwisty stek,,,Bife Malpassado,설익은 고기,半熟肉,半生肉,,,,,,,,شريحة لحم مطهوة قليلًا,,,,,,,,,,,Filete crudo
ad30b820-aff7-47f4-8b73-d45fd1ead763,2028529584,Item_IT_EXP_10,"体力の上限が中量上昇し、
体力とスタミナを回復する食料。
体力の上限は一定時間で元に戻る。","Restores health and stamina and
moderately increases the size
of your Health Gauge temporarily.","Restaure la vie et l'endurance
et augmente modérément la taille
de la jauge de vie temporairement.","Ripristina salute e resistenza,
e aumenta moderatamente
la barra della salute per un po'.","Stellt Gesundheit und Ausdauer
her und erhöht vorübergehend
den Gesundheitsbalken spürbar.","Restablece la salud y resistencia,
y aumenta bastante la barra de
salud de forma temporal.","Восполняет выносливость и лечит.
На время умеренно увеличивает
шкалу здоровья. Вкусно!","Przywraca zdrowie i wytrzymałość,
umiarkowanie i tymczasowo 
zwiększa długość paska zdrowia.",,,"Recupera vida, vigor e aumenta
moderadamente o tamanho da
Barra de Vida por um tempo.","체력과 스태미나를 회복하고
체력 상한이 일정 시간 동안
적당히 상승하는 음식.","中幅提升體力上限，回復體力，
並增加耐力上限的食物。體力上限
會在一段時間後恢復原狀。","可中量提升体力上限，并回复体力
与耐力的食物。体力上限将在一段
时间后恢复原状。",,,,,,,,"تستعيد كامل الصحة وقوة التحمل
وترفع مؤقتًا مقياس الصحة
إلى الحد الأقصى بشكل معتدل.",,,,,,,,,,,"Restaura la salud y resistencia.
Aumento temporal y moderado del
máximo de salud."
121b121f-0315-4b03-bbcd-a7a27cc5d999,3220935257,Item_IT_12,生命の粉塵,Lifepowder,Poudre de vie,Polvere di vita,Lebenspulver,Polvo de vida,Порошок жизни,Proszek życia,,,Pó da Vida,생명의 가루,生命粉塵,生命粉尘,,,,,,,,مسحوق الحياة,,,,,,,,,,,Polvo de vida
3a2dd110-eefd-4974-b74d-2e355810bf48,1793952067,Item_IT_EXP_12,体力を回復する粉塵を周囲に放つ。,"Produces a cloud that heals
you and anyone nearby.","Génère un nuage qui
vous guérit ainsi que
les personnes alentour.","Genera una nube in grado
di ripristinare la salute di
chiunque nelle vicinanze.","Erzeugt eine Wolke, die dich
und jeden in der Nähe heilt.","Produce una nube que cura a
quien esté cerca.","Образует облако, которое исцеляет
вас и всех, кто рядом.","Wytwarza chmurę leczącą
ciebie i wszystkich
w pobliżu.",,,"Produz uma nuvem que cura
você e todos ao seu redor.","체력을 회복하는
가루를 주위에 뿌린다.",撒向四周就能回復體力的粉塵。,将回复体力的粉尘撒向四周。,,,,,,,,"يُنتج سحابة تشفي
أي شخص بالقرب منك.",,,,,,,,,,,"Produce una nube que cura
a quien se encuentre cerca."
e1b45dfd-ddb1-4d11-a3b1-06a7f0e9838a,839510682,Item_IT_11,コゲ肉,Burnt Meat,Viande brûlée,Carne bruciata,Verkohltes Fleisch,Carne quemada,Сгоревшее мясо,Spalone mięso,,,Carne Queimada,탄 고기,烤焦肉,烤焦的肉,,,,,,,,لحم محترق,,,,,,,,,,,Carne quemada
bc53de0a-c5f0-41af-92c8-264720cb5884,2511409611,Item_IT_EXP_11,"スタミナを回復する食料だが、
焼き過ぎてしまったので、
回復しない場合も…。","Restores stamina, but it may
be a bit too charred to provide
any healing effects...","Restaure l'endurance, mais est
un peu trop carbonisée pour
avoir des vertus curatives...","Ripristina la resistenza, ma
le bruciature ne hanno inficiato
le capacità curative...","Stellt Ausdauer wieder her, ist
aber zu verkohlt, um Heileffekte
zu bieten...","Restablece resistencia, pero se ha
quemado demasiado como para
tener efectos curativos...","Восполняет выносливость.
Увы, горелая еда не обладает
лечебными свойствами…","Przywraca wytrzymałość, ale
może być nieco zbyt zwęglone,
by uleczyć kogokolwiek...",,,"Recupera vigor, mas pode estar
torrado demais para fornecer
algum efeito curativo...","스태미나를 회복하는 음식이지만
너무 태운 바람에
회복하지 않을 때도 있다...","增加體力上限的食物，但因為
烤過頭，有時候可能沒有效果……","回复耐力的食物。但因为烤过头了，
有时可能无法回复……",,,,,,,,"تستعيد قوة التحمل،
لكنها قد تكون متفحمة قليلًا
بحيث لا توفر أي تأثيرات علاجية...",,,,,,,,,,,"Restablece la resistencia, pero
se quemó demasiado como para
ofrecer efectos curativos..."
c2d6dcc7-971a-4029-aac0-0ce6d38a2fb3,3466149445,Item_IT_16,スリンガー閃光弾,Flash Pod,Capsule aveuglante,Baccello lampo,Blitzkapsel,Cápsula flash,Слепящий снаряд,Strąk błyskowy,,,Cápsula de Lampejo,슬링어 섬광탄,投射器閃光彈,投射器闪光弹,,,,,,,,كبسولة وميض,,,,,,,,,,,Cápsula de luz
6ebe5dea-f658-460b-a4d2-0565003de3ea,464257101,Item_IT_EXP_16,"スリンガーで発射し、強烈な閃光を
発する。眼前で炸裂させることで、
モンスターの目を眩ませる。","Slinger ammo that causes a violent
flash on impact. Will temporarily blind
monsters if used in front of them.","Munition pour fronde.
Déclenche un éclair aveuglant
à l'impact.","Munizioni per la fionda dal
bagliore violento. Accecano
temporaneamente i mostri.","Schleudermunition, die Monster
kurzzeitig blendet, wenn man sie
vor ihnen benutzt.","Munición de eslinga que causa
un destello violento. Ciega
temporalmente a un monstruo.","Снаряд для самострела. При ударе
ярко вспыхивает и на время
ослепляет монстров.","Amunicja do procy gwałtownie
rozbłyskująca przy uderzeniu. Użyta
przed potworem chwilowo go oślepi.",,,"Munição de atiradeira. Gera luz
violenta no impacto. De frente,
cega monstros por um tempo.","슬링어로 발사해서 강렬한 섬광을
내뿜는다. 눈앞에서 폭발시켜
몬스터의 눈을 잠시 멀게 한다.","投射器彈藥，會發出強烈的閃光，
在魔物眼前引爆即可令其滿眼金星。","以投射器发射，发出强烈的闪光。
可在怪物的眼前爆炸，让其头晕目
眩。",,,,,,,,"ذخيرة نبلة المعصم تسبب وميضًا
شديدًا عند الاصطدام. ستعمى الوحوش
مؤقتًا إن استُخدمت أمامها.",,,,,,,,,,,"Munición de eslinga que ciega
temporalmente a monstruos si se
lanza frente a ellos."
837a93b9-3e55-493c-9e78-8a836f5dd4f5,2158738046,Item_IT_70,スリンガー音爆弾,Screamer Pod,Capsule sonore,Baccello sonico,Schreikapsel,Cápsula chillona,Визжащий снаряд,Krzyczący strąk,,,Cápsula de Grito,슬링어 음폭탄,投射器音爆彈,投射器音爆弹,,,,,,,,كبسولة الصراخ,,,,,,,,,,,Cápsula chillona
38d39acc-0f0d-4d48-b2c3-46efa9510d90,2468036842,Item_IT_EXP_70,"スリンガーで発射し、高い周波数の
不快な音を発する。聴覚が鋭敏な
モンスターの動きを制限する。","Slinger ammo that emits a harsh,
high-frequency sound that can
disrupt sensitive monsters.","Munition pour fronde. Émet un son
à haute fréquence qui déstabilise
les monstres à l'ouïe sensible.","Munizioni per fionda. Il loro
suono stridulo ad alta frequenza
confonde i mostri più sensibili.","Schleudermunition, die einen
schrillen Ton von sich gibt, der
empfindliche Monster einschränkt.","Munición de eslinga que emite
sonido agudo, el cual puede
perturbar a monstruos sensibles.","Снаряд для самострела. Издаёт резкий
высокочастотный звук, который
дезориентирует некоторых монстров.","Amunicja do procy. Wydaje
ostry, wysoki dźwięk, który
przeszkadza czulszym potworom.",,,"Munição de atiradeira.
Emite um som em alta frequência,
perturbando monstros sensíveis.","슬링어로 발사하면 높은 주파수의
불쾌한 소리를 낸다. 청각이 예민
한 몬스터의 움직임을 제한한다.","投射器彈藥，會發出高頻率的刺耳
噪音。可對聽覺敏銳的魔物造成
行動限制。","以投射器发射，会发出高频的刺耳
噪音。对听觉敏锐的怪物造成行动
限制。",,,,,,,,"ذخيرة نبلة المعصم تُصدر صوتًا
قويًا عالي التردد، يمكنه زعزعة
الوحوش سريعي التأثر.",,,,,,,,,,,"Munición de eslinga que emite
un sonido agudo, el cual puede
perturbar a monstruos sensibles."
ccce82b0-ad99-4ac4-a6ba-f79c67a12c4e,3158844811,Item_IT_71,スリンガー裂傷弾,Bleeding Pod,Capsule d'hémorragie,Baccello ferita,Blutungskapsel,Cápsula de sangrado,Терзающий снаряд,Krwawiący strąk,,,Cápsula Sanguinária,슬링어 열상탄,投射器裂傷彈,投射器裂伤弹,,,,,,,,كبسولة النزيف,,,,,,,,,,,Cápsula de sangrado
4cb72843-385e-42dc-a003-9f6e410e3305,1981031216,Item_IT_EXP_71,"スリンガーに装填して発射する。
モンスターの傷に対して、
高威力のダメージを与える。","Slinger ammo that can be used
to inflict massive damage on
monster wounds.","Munition pour fronde. Permet
d'infliger d'importants dégâts
aux blessures de monstre.","Munizioni per la fionda che
possono essere usate per causare
molti danni alle ferite dei mostri.","Schleudermunition, die beim
Einschlag auf Monsterwundern
enormen Schaden verursacht.","Munición para eslinga con la que
puedes infligir muchísimo daño
a las heridas de los monstruos.","Снаряд для самострела, который
наносит большой урон при
попадании по ране монстра.","Amunicja do procy używana
do zadawania znacznych obrażeń
w rany potworów.",,,"Munição de atiradeira que pode ser usada
para causar dano massivo em ferimentos
de monstros.","슬링어에 장전해서 발사한다.
몬스터의 상처에 높은 위력의
대미지를 부여한다.","投射器彈藥，可對魔物的傷口造成
大傷害。","以投射器发射。可以对怪物的创伤
造成大量伤害。",,,,,,,,"ذخيرة نبلة المعصم التي يمكن استخدامها
لإلحاق أضرار جسيمة
بجروح الوحوش.",,,,,,,,,,,"Munición de eslinga con la que puedes
infligir muchísimo daño a las heridas
de los monstruos."
d1b25173-f107-4389-baa2-80251c31746e,3089804048,Item_IT_72,スリンガーこやし弾,Dung Pod,Capsule de bouse,Baccello letame,Dungkapsel,Cápsula boñiga,Снаряд из помёта,Gnojowy strąk,,,Cápsula de Esterco,슬링어 거름탄,投射器異臭彈,投射器异臭弹,,,,,,,,كبسولة الروث,,,,,,,,,,,Cápsula boñiga
18b0500a-2fbd-4d3f-b6ed-7cbd3a16d414,505895110,Item_IT_EXP_72,"スリンガーで発射し、着弾時に
異臭を発する。モンスターがにおい
を嫌がり、逃げ出す効果がある。","Slinger ammo that releases a
strong odor on impact. Causes
certain monsters to flee.","Munition pour fronde. Émet
une forte odeur qui fait
fuir certains monstres.","Munizioni per la fionda.
Il loro odore pungente può
mettere in fuga alcuni mostri.","Schleudermunition, die einen
starken Geruch verströmt.
Vertreibt manche Monster.","Munición de eslinga que emite un
olor penetrante al impactar. Repele
a ciertos tipos de monstruos.","Снаряд для самострела. При ударе
издаёт сильный неприятный запах,
отпугивающий некоторых монстров.","Amunicja do procy wydzielająca
odór po uderzeniu.
Odpędza niektóre potwory.",,,"Munição de Atiradeira que libera
um forte odor no impacto.
Afugenta alguns monstros.","슬링어로 발사해 착탄하면
악취가 난다. 몬스터를
도망가게 만드는 효과가 있다.","投射器彈藥，命中後會散發異臭。
會使魔物因厭惡異味而逃跑。","以投射器发射，命中后会发出异臭，
使怪物因厌恶而逃跑。",,,,,,,,"ذخيرة نبلة المعصم تُطلق
رائحة قوية عند التصادم.
تجعل وحوشًا معينة تلوذ بالفرار.",,,,,,,,,,,"Munición de eslinga que emite
un olor penetrante al impactar.
Repele a ciertos tipos de monstruos."
d467736a-c532-43ab-b459-65728b01ef2f,108761086,Item_IT_26,薬草,Herb,Herbe,Erba,Kraut,Hierba,Трава,Zioło,,,Erva,약초,藥草,药草,,,,,,,,عشبة,,,,,,,,,,,Hierba
46bc1d58-5464-4d2f-8a46-28b666db36a3,1631152232,Item_IT_EXP_26,回復薬の元となる草。,A primary ingredient in potions.,"Un ingrédient important dans
la préparation des potions.",Ingrediente base delle pozioni.,Eine Hauptzutat von Tränken.,Ingrediente básico de pociones.,Основной ингредиент зелий.,Główny składnik mikstur.,,,Principal ingrediente das poções.,회복약의 원료가 되는 풀.,調合回復藥的核心素材。,调合回复药的核心素材。,,,,,,,,"مكوِّن أساسي
للجرعات.",,,,,,,,,,,Ingrediente principal de pociones.
b35b3c29-b8a0-4b6f-aa64-7206f981b0da,2166931861,Item_IT_15,大タル爆弾,Large Barrel Bomb,Grande bombe baril,Bomba-botte grande,Große Fassbombe,Bomba de barril grande,Большая бочковая бомба,Duża bomba beczkowa,,,Superbomba de Barril,대형나무통폭탄,大爆彈桶,大桶爆弹,,,,,,,,برميل متفجر ضخم,,,,,,,,,,,Bomba de barril grande
378c0e50-0e54-40d9-9ca6-1f6b0d256250,3159271872,Item_IT_EXP_15,"地面に設置した後に転がすことも
できる爆弾。衝撃によって爆発し、
その威力は絶大。","A bomb that can be rolled after
placing it on the ground. Strike
it to trigger a powerful blast.","Une bombe à rouler une fois
placée sur le sol. À frapper
pour déclencher une explosion.","Una bomba che può essere rotolata
dopo averla posizionata. Colpiscila
per scatenare una forte esplosione.","Eine Bombe, die bei einem
Treffer heftig explodiert. Kann
nach Platzierung gerollt werden.","Bomba que se puede hacer rodar
tras colocarse en el suelo.
Al golpearla, estalla con fuerza.","Пустите эту бомбу по земле
и попадите по ней, чтобы
вызвать мощный взрыв.","Bomba, którą można przetoczyć
po położeniu jej na ziemi.
Uderz ją, by wywołać potężny wybuch.",,,"Uma bomba que pode ser rolada
após ser posta no chão. Acerte-a
para causar uma forte explosão.","땅에 설치한 다음 굴릴 수도
있는 폭탄. 충격을 받으면
폭발하며 위력이 엄청나다.","設置在地面後可滾動的爆彈。
受到衝擊時會爆炸，極具破壞力。","设置在地面后还可以滚动的爆弹。
受到冲击会爆炸，威力巨大。",,,,,,,,"قنبلة يمكن دحرجتها
بعد وضعها على الأرض.
<LSNR ""اضربها"" ""اضربيها""> لتحفيز انفجار قوي.",,,,,,,,,,,"Bomba que se puede hacer rodar
al poner en el suelo. Golpéala
fuerte para que explote."
add0e312-6927-41c6-9f90-05b5467f0a1a,3430597757,Item_IT_14,小タル爆弾,Barrel Bomb,Bombe baril,Bomba-botte,Fassbombe,Bomba de barril,Бочковая бомба,Bomba beczkowa,,,Bomba Barril,소형나무통폭탄,小爆彈桶,小桶爆弹,,,,,,,,برميل متفجر,,,,,,,,,,,Bomba de barril
9658f015-2372-4921-be9e-96dde207d1ce,3963395022,Item_IT_EXP_14,時限式の小さな爆弾。,A small time bomb.,Une petite bombe à retardement.,Una piccola bomba a orologeria.,Eine kleine Zeitbombe.,Una pequeña bomba con temporizador.,"Небольшая бомба замедленного
действия.",Niewielka bomba zegarowa.,,,Uma bomba-relógio pequena.,작은 시한폭탄.,限時型的小爆彈。,计时型的小爆弹。,,,,,,,,قنبلة موقوتة صغيرة.,,,,,,,,,,,Una bomba de tiempo pequeña.
b44c1fba-3f2a-4022-a6bc-29be8b077e86,3831780138,Item_IT_13,生肉,Raw Meat,Viande crue,Carne cruda,Rohes Fleisch,Carne cruda,Сырое мясо,Surowe mięso,,,Carne Crua,날고기,生肉,生肉,,,,,,,,لحم نيء,,,,,,,,,,,Carne cruda
9d6d7370-6bb0-445f-85ef-bac00cdc40d5,3354605999,Item_IT_EXP_13,"モンスターから剥ぎ取った肉。
調合や調理、罠としての設置、
あらゆる用途に使用できる。","Meat carved from a monster.
Can be cooked, combined, 
or used to set a trap.","Viande obtenue en dépeçant
un monstre. Peut être cuisinée,
combinée ou servir d'appât.","Carne ottenuta da un mostro.
Può essere cucinata o usata
in trappole e creazioni.","Fleisch eines Monsters. Kann
zubereitet, kombiniert oder
für Fallen verwendet werden.","Carne obtenida al despiezar a
un monstruo. Se puede cocinar,
combinar o usar en trampas.","Мясо монстра. Можно приготовить,
объединить с чем-нибудь или
использовать в качестве наживки.","Mięso wycięte z potwora.
Można je przyrządzić, połączyć lub
wykorzystać do zastawienia pułapki.",,,"Carne talhada de um monstro. Pode
ser cozida, combinada ou usada
em uma armadilha.","몬스터를 갈무리해 얻은 고기.
조합, 요리, 덫 설치 등
다양한 용도에 사용된다.","從魔物身上剝取的肉。可用於調合、
烹調或設置陷阱，用途非常廣泛。","从怪物身上剥取的肉。可用于调合、
烹饪或设置陷阱，用途非常广泛。",,,,,,,,"لحم تم تقطيعه من وحش.
يمكن طهوه أو مزجه أو استخدامه لنصب فخ.",,,,,,,,,,,"Carne obtenida de un monstruo.
Puede cocinarse, combinarse o
usarse para armar una trampa."
b0d38ae7-dd58-4d02-9f1e-d3174b30f385,867188582,Item_IT_17,石ころ,Stone,Pierre,Pietra,Stein,Piedra,Камень,Kamień,,,Pedra,돌멩이,石塊,石块,,,,,,,,حجر,,,,,,,,,,,Piedra
